-138.263279563064,-1139.67991870952
-128.490130826877,-1055.46805537915
-119.603607265337,-989.267115457895
-110.273237647657,-917.058300520769
-100.941801092341,-850.844658961008
-90.720538549473,-784.605614124223
-81.8318811126636,-730.395020957705
-72.9464244887592,-658.19890765909
-63.6139209958085,-597.980439476694
-53.3926584529406,-531.74139463991
-44.9542486980822,-447.567636225075
-35.1810999618952,-363.355772894705
-24.9641051695669,-273.136034548459
-16.5288962276134,-170.976756001526
-6.76428299250611,-38.803505652231
2.55221643592012,111.34256319065
11.4227359329353,267.471103772384
20.7392353613615,417.617172615265
30.9402260891653,597.764511621997
