145.178305601422,-1311.44417629874
152.723688555824,-1209.31030102883
163.386663279563,-1125.07303442144
172.715965959609,-1046.86904610695
182.045268639654,-968.665057792457
190.483678394513,-884.491299377622
199.815114949828,-818.27765781786
209.148685380414,-764.05436301283
218.030941191414,-673.872729582118
227.358109996189,-583.678394512894
236.687412676235,-505.474406198402
245.57073542487,-421.287946145055
256.676489267115,-325.047631144419
263.769490664296,-180.960243871461
273.527702273593,-12.8159532579725
281.941572462848,209.246792836274
291.246335577289,425.339768830177
301.007747999492,575.498539311568
310.321046615013,743.630128286547
